,score,text,token_review
1529,0, 돈 을 받을 일이 있어서 직접 얘기 했는데 받았다면 법 으로 진행 해라  왜 언론 채무 관계 어쩌 고 하는 걸 떠들고 있냐  ,"['돈', '을', '받을', '일이', '있어서', '직접', '얘기', '했는데', '받았다면', '법', '으로', '진행', '해', '라', '왜', '언론', '채무', '관계', '어쩌', '고', '하는', '걸', '떠들고', '있냐']"
1530,0, 바람 잘 날 없는 디제이덕 ㅋ ,"['바람', '잘', '날', '없는', '디제이덕', 'ㅋ']"
1531,0, 공약 걸어놓고 안 지키면 대국민 사기 아니냐 ,"['공약', '걸어놓고', '안', '지키면', '대국민', '사기', '아니냐']"
1532,1, 문 재원 아가 ㄹ 1 에 미세먼지 일 톤 처 넣고 싶으시면 공감 눌러 쥬 세용 ,"['문', '재원', '아가', 'ㄹ', '1', '에', '미세먼지', '일', '톤', '처', '넣고', '싶으시면', '공감', '눌러', '쥬', '세용']"
1533,0, 진심 중국 은 도움 이 안 되는구나 ㅋ ,"['진심', '중국', '은', '도움', '이', '안', '되는구나', 'ㅋ']"
1534,1, 대통령 님 종 패 고 싶다 ,"['대통령', '님', '종', '패', '고', '싶다']"
1535,0, 중국 좀 비난 해라 뻔히 보이는데 언제 까지 국내 요인 이라고 말 할 건지  ,"['중국', '좀', '비난', '해', '라', '뻔히', '보이는데', '언제', '까지', '국내', '요인', '이라고', '말', '할', '건지']"
1536,1, 암 덩어리 중국 ,"['암', '덩어리', '중국']"
1537,0, 추위 가 미세먼지 얼어서 공기 가 맑아졌다고 하겠죠 ,"['추위', '가', '미세먼지', '얼어서', '공기', '가', '맑아졌다고', '하겠죠']"
1538,1, 게 중국 한테 한마디 도 하는 개 기 리기 정치가 새 이 들  친 중 정치인 은 절대 뽑아주지 맙시 다  친 중 매국노 lg 불매  ,"['게', '중국', '한테', '한마디', '도', '하는', '개', '기', '리기', '정치가', '새', '이', '들', '친', '중', '정치인', '은', '절대', '뽑아주지', '맙시', '다', '친', '중', '매국노', 'lg', '불매']"
1539,0, 놀이터 학교 끝난 아이 들 놀고 있는데 답답합니다 ,"['놀이터', '학교', '끝난', '아이', '들', '놀고', '있는데', '답답합니다']"
1540,0, 춥지 않으면 더러운 공기  양자 택일 이구나 아주 ,"['춥지', '않으면', '더러운', '공기', '양자', '택일', '이구나', '아주']"
1541,1, 내 가 이런 문재인 과 추종자 들 하고 같은 나라 산다 는 게 너무 토악질 나오고 역겹다  ,"['내', '가', '이런', '문재인', '과', '추종자', '들', '하고', '같은', '나라', '산다', '는', '게', '너무', '토악질', '나오고', '역겹다']"
1542,1, 중국 돈 지원 받아 정권 잡았다는 말 이 있던데 진 짠가 부네 입도 뻥 긋 하는 거 보니 뽑아 준 국민 들 이 ㅂㅅ 이지  ,"['중국', '돈', '지원', '받아', '정권', '잡았다는', '말', '이', '있던데', '진', '짠가', '부네', '입도', '뻥', '긋', '하는', '거', '보니', '뽑아', '준', '국민', '들', '이', 'ㅂㅅ', '이지']"
1543,0, 나라 면 나라답게 뭔가 대책 을 세워라  ,"['나라', '면', '나라답게', '뭔가', '대책', '을', '세워라']"
1544,0, https:www1presidentgokrpetitions434479 중국 스모그 2만 2천 명 정도 성원 중 입니다  이 것 도 지겹다  ,"['https', ':', 'www', '1', 'presidentgokrpetitions', '434479', '중국', '스모그', '2만', '2천', '명', '정도', '성원', '중', '입니다', '이', '것', '도', '지겹다']"
1545,0, 집 에 있으면 콧물 과 기침 가래 도 안 나는데 미세먼지 때문 인가 이번 주는 내내 출퇴근 할 때 마다 콧물 나고 목 에 가래 가 끼 고 기침 이 나네  미세먼지 때문 인가  원인 은 미세먼지 때문 인 건지 감기 인 건지 모르겠지만 컨디션 은 나쁘지 않은 걸 봐서 미세먼지 인한 알레르기 때문 이 분명하다  이제 매일 미세먼지 인해 출퇴근 이 두렵다  매일 미세먼지 를 마시면서 고통 속 에 살아가야 하니 중국 한테 백 날 얘기 해봐야 중국 이 뭐 우리 얘기 한 번 이라도 들어준 적 있나  얘기 해봤자 중국 은 절대 고칠 생각 이 배려 할 생각 없는 나라 임  대화 로는 해결 함  ,"['집', '에', '있으면', '콧물', '과', '기침', '가래', '도', '안', '나는데', '미세먼지', '때문', '인가', '이번', '주는', '내내', '출퇴근', '할', '때', '마다', '콧물', '나고', '목', '에', '가래', '가', '끼', '고', '기침', '이', '나네', '미세먼지', '때문', '인가', '원인', '은', '미세먼지', '때문', '인', '건지', '감기', '인', '건지', '모르겠지만', '컨디션', '은', '나쁘지', '않은', '걸', '봐서', '미세먼지', '인한', '알레르기', '때문', '이', '분명하다', '이제', '매일', '미세먼지', '인해', '출퇴근', '이', '두렵다', '매일', '미세먼지', '를', '마시면서', '고통', '속', '에', '살아가야', '하니', '중국', '한테', '백', '날', '얘기', '해봐야', '중국', '이', '뭐', '우리', '얘기', '한', '번', '이라도', '들어준', '적', '있나', '얘기', '해봤자', '중국', '은', '절대', '고칠', '생각', '이', '배려', '할', '생각', '없는', '나라', '임', '대화', '로는', '해결', '함']"
1546,1, 중국 중국 중국 중국 시 발 좀 중국 중국 중국 이라고 말 을 해 문 재원 새끼 야 ,"['중국', '중국', '중국', '중국', '시', '발', '좀', '중국', '중국', '중국', '이라고', '말', '을', '해', '문', '재원', '새끼', '야']"
1547,1, 무능한 문재인  죽음 의 한국 을 만들고 있다  ,"['무능한', '문재인', '죽음', '의', '한국', '을', '만들고', '있다']"
1548,0, 국내 오염 물질  x  → 짱 개발 스모그  o  한국 지질 자원 연구원 미세먼지 속 납 동위원소 분석 87 중국 영향  한국 표준 과학 연구원 중국 춘절 폭죽 칼륨 분석 초미세먼지 중국 발 입증  중국 영향 없다면 韓 대기 질 캐나다 수준  ,"['국내', '오염', '물질', 'x', '→', '짱', '개발', '스모그', 'o', '한국', '지질', '자원', '연구원', '미세먼지', '속', '납', '동위원소', '분석', '87', '중국', '영향', '한국', '표준', '과학', '연구원', '중국', '춘절', '폭죽', '칼륨', '분석', '초미세먼지', '중국', '발', '입증', '중국', '영향', '없다면', '韓', '대기', '질', '캐나다', '수준']"
1549,0, 부산 은 깨끗 ㅋㅋ ,"['부산', '은', '깨끗', 'ㅋㅋ']"
1550,1, ㅋㅋ 서울시 뭣 하냐  노후 경 유차 운행 금지 해야지  네 놈 들 국민 들 재산 을 똥 으로 알잖아  그러면서 세금 은 또박또박 받아내지  입 으론 서민 들 떠들며 정작 서민 들 살게 하는 더러운 놈 들  ,"['ㅋㅋ', '서울시', '뭣', '하냐', '노후', '경', '유차', '운행', '금지', '해야지', '네', '놈', '들', '국민', '들', '재산', '을', '똥', '으로', '알잖아', '그러면서', '세금', '은', '또박또박', '받아내지', '입', '으론', '서민', '들', '떠들며', '정작', '서민', '들', '살', '게', '하는', '더러운', '놈', '들']"
1551,0, 한국 이 이 정도 니 중국인 들 은 폐병 걸려 다 죽겠다  ,"['한국', '이', '이', '정도', '니', '중국인', '들', '은', '폐병', '걸려', '다', '죽겠다']"
1552,0, 겨우내 이러겠네  ㅜ 나중 엔 산소 호흡기 끼 고 다녀야 할 판  ,"['겨우내', '이러겠네', 'ㅜ', '나중', '엔', '산소', '호흡기', '끼', '고', '다녀야', '할', '판']"
1553,1, 빡 대갈 헬센쥥들 뒤지든 말 든 뭔 상관  ,"['빡', '대갈', '헬센쥥들', '뒤지든', '말', '든', '뭔', '상관']"
1554,1, 왜 자꾸 중국 이라고 하냐 한국 탓 이지 ㅅㅂ 고등어 좀 그만 처 먹고 경 유차 좀 그만 타 재앙 이 중국 가서 혼밥 하게하지말고  ,"['왜', '자꾸', '중국', '이라고', '하냐', '한국', '탓', '이지', 'ㅅㅂ', '고등어', '좀', '그만', '처', '먹고', '경', '유차', '좀', '그만', '타', '재앙', '이', '중국', '가서', '혼밥', '하게하지말고']"
1555,0, 황사 가 아니라 미세먼지 용 마스크 를 쓰라고 해야 하는 거 아닌가  ,"['황사', '가', '아니라', '미세먼지', '용', '마스크', '를', '쓰라고', '해야', '하는', '거', '아닌가']"
1556,1, 이 와중 에도 고깃집 싸구려 번개 탄에 고기 굽어 먹으면서  중국 발 초미세먼지 마셔가면서  담배 피우고  술 마시는 인간 들  폐암 으로 빨리 디 려고 환장했나  번 개탄  초미세먼지  담배  발암 물질 범벅  ,"['이', '와중', '에도', '고깃집', '싸구려', '번개', '탄에', '고기', '굽어', '먹으면서', '중국', '발', '초미세먼지', '마셔가면서', '담배', '피우고', '술', '마시는', '인간', '들', '폐암', '으로', '빨리', '디', '려고', '환장했나', '번', '개탄', '초미세먼지', '담배', '발암', '물질', '범벅']"
1557,0, 살기 힘들다  ,"['살기', '힘들다']"
1558,0, 대한민국 국민 으로 살아가며 호흡기 걱정 하다 죽 을 줄 몰랐다 중국 얘기 인 줄 알았지  청와대 바깥 날씨 보고 있나 ,"['대한민국', '국민', '으로', '살아가며', '호흡기', '걱정', '하다', '죽', '을', '줄', '몰랐다', '중국', '얘기', '인', '줄', '알았지', '청와대', '바깥', '날씨', '보고', '있나']"
1559,0, 리포터 도 밖 방송 할 때 마스크 착용 해야 시청자 들 도 더 경 각심 을 가질 듯  ,"['리포터', '도', '밖', '방송', '할', '때', '마스크', '착용', '해야', '시청자', '들', '도', '더', '경', '각심', '을', '가질', '듯']"
1560,0, 대구 는 여름 엔 찜통 이어서 살겠고 다른 때 는 미세먼지 땜 에 살겠다 ,"['대구', '는', '여름', '엔', '찜통', '이어서', '살겠고', '다른', '때', '는', '미세먼지', '땜', '에', '살겠다']"
1561,0, 번개 탄에 고기 굽는 식당 도 단속 해라 ,"['번개', '탄에', '고기', '굽는', '식당', '도', '단속', '해', '라']"
1562,0, 용어 가 잘 되었음  중국 발 미세먼지  스모그 아님  초미세먼지 용 마스크  황사 마스크 아님  중국 봐주기 언어 순화 하남  ,"['용어', '가', '잘', '되었음', '중국', '발', '미세먼지', '스모그', '아님', '초미세먼지', '용', '마스크', '황사', '마스크', '아님', '중국', '봐주기', '언어', '순화', '하남']"
1563,0, 운동 하고 몸 에 아무리 좋은 음식 과 보약 을 먹어 봐야 중국 발 1 급 발암 먼지 해결 하지 않고서는 부질없는 짓 이다 국가 당면 과제 1 순위 는 중국 발 초이스 먼지 해결 이다 언론 도 정신 똑바로 차리고 뉴스 톱 기사 연일 보도 하면서 심도 있게 다뤄라 ,"['운동', '하고', '몸', '에', '아무리', '좋은', '음식', '과', '보약', '을', '먹어', '봐야', '중국', '발', '1', '급', '발암', '먼지', '해결', '하지', '않고서는', '부질없는', '짓', '이다', '국가', '당면', '과제', '1', '순위', '는', '중국', '발', '초이스', '먼지', '해결', '이다', '언론', '도', '정신', '똑바로', '차리고', '뉴스', '톱', '기사', '연일', '보도', '하면서', '심도', '있게', '다뤄라']"
1564,1, 기부 랄 것 들 낮 부터 해소 된다더니 구라 깠네 ,"['기부', '랄', '것', '들', '낮', '부터', '해소', '된다더니', '구라', '깠네']"
1565,0, 다 필요 없고 미세먼지 부터 해결 하자  이 숨 쉬는 게 제일 중요한 문제 아닌가  ,"['다', '필요', '없고', '미세먼지', '부터', '해결', '하자', '이', '숨', '쉬는', '게', '제일', '중요한', '문제', '아닌가']"
1566,0, 목 엄청 아프고 기침 나고    기관지 약한 들 미세먼지 심하면 바로 알 수 있어요 ㅠㅠ 정부 는 일 순위 미세먼지 에 신경 좀 써주세요 중국 이 원인 인 거 다 아는데 가서 항의 라도 해봅시다 제발 요  돈 있으면 이민 가고 싶네요 정말  ,"['목', '엄청', '아프고', '기침', '나고', '기관지', '약한', '들', '미세먼지', '심하면', '바로', '알', '수', '있어요', 'ㅠㅠ', '정부', '는', '일', '순위', '미세먼지', '에', '신경', '좀', '써주세요', '중국', '이', '원인', '인', '거', '다', '아는데', '가서', '항의', '라도', '해봅시다', '제발', '요', '돈', '있으면', '이민', '가고', '싶네요', '정말']"
1567,0, 천고마비 는 끝  ,"['천고마비', '는', '끝']"
1568,0, 심하긴 하네  밖 일 하는 들 고생 이 많네요  ,"['심하긴', '하네', '밖', '일', '하는', '들', '고생', '이', '많네요']"
1569,1, 지금 유럽 에 있는데 짱깨 쓰레기 들 때문 에 가기 가 싫어진다 ,"['지금', '유럽', '에', '있는데', '짱깨', '쓰레기', '들', '때문', '에', '가기', '가', '싫어진다']"
1570,1, 문재인 짱깨 ㅅㄲ 야공 약 좀 지켜라 ㅅㄲ 중국 미세먼지 막는다며  ,"['문재인', '짱깨', 'ㅅㄲ', '야공', '약', '좀', '지켜라', 'ㅅㄲ', '중국', '미세먼지', '막는다며']"
1571,1, 개 ㅈ 같은 중국 멸망 몰살 이 답 이다 제발 다 뒤져라 ,"['개', 'ㅈ', '같은', '중국', '멸망', '몰살', '이', '답', '이다', '제발', '다', '뒤져라']"
1572,1, 야 이 짱깨 OOO 새끼 들 ,"['야', '이', '짱깨', 'OOO', '새끼', '들']"
1573,1, OOO 색 티 들 기침 나오게 만드 네 ,"['OOO', '색', '티', '들', '기침', '나오게', '만드', '네']"
1574,1, 재인 이 뽑고 니까 나라 에 재앙 만 가득함 ,"['재인', '이', '뽑고', '니까', '나라', '에', '재앙', '만', '가득함']"
1575,1, 대책 좀 세우라고  ㅅㅂ ,"['대책', '좀', '세우라고', 'ㅅㅂ']"
1576,1, 대재앙 이 ㅅㅂ 은 개정 은 하고만 소통 함 ,"['대재앙', '이', 'ㅅㅂ', '은', '개정', '은', '하고만', '소통', '함']"
1577,1, 초미세먼지 가 허구 한 날 건강 을 위협 하는 이 나라 애 를 낳아 키우라고  죽이 일 놈 들 ,"['초미세먼지', '가', '허구', '한', '날', '건강', '을', '위협', '하는', '이', '나라', '애', '를', '낳아', '키우라고', '죽이', '일', '놈', '들']"
1578,1, 중국 개새끼 들 ,"['중국', '개새끼', '들']"
1579,1, 다 죽일 셈 이냐  짱 꺠 들 ,"['다', '죽일', '셈', '이냐', '짱', '꺠', '들']"
1580,0, 흡연 자 분들 그래도 화장실 피운 담배 가 다른 거주 자 에게 피해 가 간다 고 생각 을 하셨으면 좋겠습니다  집 이 다 통 해있어서 냄새 가 다 퍼진다 하더라고요 일반 담배 는  ,"['흡연', '자', '분들', '그래도', '화장실', '피운', '담배', '가', '다른', '거주', '자', '에게', '피해', '가', '간다', '고', '생각', '을', '하셨으면', '좋겠습니다', '집', '이', '다', '통', '해있어서', '냄새', '가', '다', '퍼진다', '하더라고요', '일반', '담배', '는']"
1581,0, 이 걸 금연 한다고 피우는 도 있나  방식 만 다르지 똑같은 담배 인데 ,"['이', '걸', '금연', '한다고', '피우는', '도', '있나', '방식', '만', '다르지', '똑같은', '담배', '인데']"
1582,0, 니코틴 없는 과일 액 상 피면서 서서히 끊어라 쉬운 방법 중 하나 임 ,"['니코틴', '없는', '과일', '액', '상', '피면서', '서서히', '끊어라', '쉬운', '방법', '중', '하나', '임']"
1583,0, 전자담배 역시 일반 담배 와 마찬가지 유해하다는 과학 적 분석 결과 가 많은데 무엇 보다 자신 의 건강 을 위해 전자담배 는 물론 금연 을 하시면 좋겠습니다  ,"['전자담배', '역시', '일반', '담배', '와', '마찬가지', '유해하다는', '과학', '적', '분석', '결과', '가', '많은데', '무엇', '보다', '자신', '의', '건강', '을', '위해', '전자담배', '는', '물론', '금연', '을', '하시면', '좋겠습니다']"
1584,1, 담배 연기 가지 고 뭐라 할 거 면 솔 까 디젤 차 배기가스 부터 문제 삼 아야 하고 빌어먹을 미세먼지 부터 어떻게 해봐 봐 왜 자꾸 담배 연기 가지 고 기사화 해서 들 이 간질 시키냐  그리고 나도 흡연 하지만 ㅠㅠ 흡연 하는 놈 들 인간 적 으로 아무 데 서나 피지 말고 지정 된 장소 피워 세 끼 들 너희 들 이 횡단보도 정류장 건물 복도 화장실  또 길가 빵 해대 니까 흡연 하는 들 이 할 말 이 없어지잖냐  지정 된 흡연 장소 가 부족하다고  ㅋㅋ 웃기 고 있네 너희 들 이 발품 팔아서 잘 살펴보면 공공 적 으로 지정 되지는 않았어도 건물 이나 벤치 에 재떨이 있는 곳 이 따로 있어 ,"['담배', '연기', '가지', '고', '뭐라', '할', '거', '면', '솔', '까', '디젤', '차', '배기가스', '부터', '문제', '삼', '아야', '하고', '빌어먹을', '미세먼지', '부터', '어떻게', '해봐', '봐', '왜', '자꾸', '담배', '연기', '가지', '고', '기사화', '해서', '들', '이', '간질', '시키냐', '그리고', '나도', '흡연', '하지만', 'ㅠㅠ', '흡연', '하는', '놈', '들', '인간', '적', '으로', '아무', '데', '서나', '피지', '말고', '지정', '된', '장소', '피워', '세', '끼', '들', '너희', '들', '이', '횡단보도', '정류장', '건물', '복도', '화장실', '또', '길가', '빵', '해대', '니까', '흡연', '하는', '들', '이', '할', '말', '이', '없어지잖냐', '지정', '된', '흡연', '장소', '가', '부족하다고', 'ㅋㅋ', '웃기', '고', '있네', '너희', '들', '이', '발품', '팔아서', '잘', '살펴보면', '공공', '적', '으로', '지정', '되지는', '않았어도', '건물', '이나', '벤치', '에', '재떨이', '있는', '곳', '이', '따로', '있어']"
1585,0, 펴 보면 알 전자담배 가 연초 보다 몸 에 훨씬 덜 해로움 느껴짐 전자담배 피우다가 연초 피 면 역겨 움 ,"['펴', '보면', '알', '전자담배', '가', '연초', '보다', '몸', '에', '훨씬', '덜', '해로움', '느껴짐', '전자담배', '피우다가', '연초', '피', '면', '역겨', '움']"
1586,1, 전담 도 해로운 건 맞지 ㅋㅋ [ 흡연 충  gt ; 전담 충  gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; gt ; 안 피는 ] 이 게 팩트  그리고 전담 충 들 중 에 보면 금연 구역 전담 펴도 되는 줄 아는 무식한 놈 들 많던데 전담 도 흡연 으로 분류 되는 거 다  민폐 좀 끼치지 마라  ,"['전담', '도', '해로운', '건', '맞지', 'ㅋㅋ', '[', '흡연', '충', 'gt', ';', '전담', '충', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', 'gt', ';', '안', '피는', ']', '이', '게', '팩트', '그리고', '전담', '충', '들', '중', '에', '보면', '금연', '구역', '전담', '펴도', '되는', '줄', '아는', '무식한', '놈', '들', '많던데', '전담', '도', '흡연', '으로', '분류', '되는', '거', '다', '민폐', '좀', '끼치지', '마라']"
1587,0, ㅋㅋㅋㅋ 그래도 담배 피우다 니코틴 에 취해 죽이진 않는다  왜 이렇게 담배 못 잡아서 난리 냐  유럽 북 남미 어느 곳 가봐도 한국 만큼 심하게 규제 하는 국가 없음  애초 에 건 보료 이외 에 다양한 분야 에 세금 납부 하는데 ㅡㅡ ,"['ㅋㅋㅋㅋ', '그래도', '담배', '피우다', '니코틴', '에', '취해', '죽이진', '않는다', '왜', '이렇게', '담배', '못', '잡아서', '난리', '냐', '유럽', '북', '남미', '어느', '곳', '가봐도', '한국', '만큼', '심하게', '규제', '하는', '국가', '없음', '애초', '에', '건', '보료', '이외', '에', '다양한', '분야', '에', '세금', '납부', '하는데', 'ㅡㅡ']"
1588,0, 아이 코스 와 같은 찌는 담배 는 덜 해로운 게 맞다  타르 는 상대 적 으로 거의 안 나온다  냄새 도 아예 안 난다고 해도 될 정도 고  위 기사 에도 봐라  quot ; 뭐 뭐 뭐 등등 발암 물질 이 검 출 되었다  quot ; 라고 대충 얘기 할 뿐 얼마나 나온다는 수치 는 전혀 없다  이유 인즉 해롭다고 강조 해야 세금 걷기 는 쉬울 테 니 당연하겠지  그리고 방안  집안 피기 때문 에 일반 담배 의 대체재 작용 한 다 하는데  내 주변 엔 오히려 아이 코스 가 담배 끊는데 도움 이 되었다는 도 제법 있더라  액 상 담배 는 별 장점 이 없다고 본다  ,"['아이', '코스', '와', '같은', '찌는', '담배', '는', '덜', '해로운', '게', '맞다', '타르', '는', '상대', '적', '으로', '거의', '안', '나온다', '냄새', '도', '아예', '안', '난다고', '해도', '될', '정도', '고', '위', '기사', '에도', '봐라', 'quot', ';', '뭐', '뭐', '뭐', '등등', '발암', '물질', '이', '검', '출', '되었다', 'quot', ';', '라고', '대충', '얘기', '할', '뿐', '얼마나', '나온다는', '수치', '는', '전혀', '없다', '이유', '인즉', '해롭다고', '강조', '해야', '세금', '걷기', '는', '쉬울', '테', '니', '당연하겠지', '그리고', '방안', '집안', '피기', '때문', '에', '일반', '담배', '의', '대체재', '작용', '한', '다', '하는데', '내', '주변', '엔', '오히려', '아이', '코스', '가', '담배', '끊는데', '도움', '이', '되었다는', '도', '제법', '있더라', '액', '상', '담배', '는', '별', '장점', '이', '없다고', '본다']"
1589,0, 담배 정책 은 간단하다  1  담배 를 국가 팔지 말던가  조세 에 문제 가 생김  2  담배 를 팔되 필수 있는 곳 을 확대 해 주던가  예 를 들어 홍콩  싱가포르 처럼  3  담배 를 아무 데 피 게 해주던가  근데 우리나라 는 담배 는 열 라 팔고 필 곳 은 없고 그렇다고 다 금연 해서 세금 없어지면 안 되고  이러니 문제  ,"['담배', '정책', '은', '간단하다', '1', '담배', '를', '국가', '팔지', '말던가', '조세', '에', '문제', '가', '생김', '2', '담배', '를', '팔되', '필수', '있는', '곳', '을', '확대', '해', '주던가', '예', '를', '들어', '홍콩', '싱가포르', '처럼', '3', '담배', '를', '아무', '데', '피', '게', '해주던가', '근데', '우리나라', '는', '담배', '는', '열', '라', '팔고', '필', '곳', '은', '없고', '그렇다고', '다', '금연', '해서', '세금', '없어지면', '안', '되고', '이러니', '문제']"
1590,0, 나도 10년 넘도록 흡연 한 이지만  ㅠㅠ 담배 는 처음 부터 배우지 않는 게 가장 좋은 것 같다  전자담배 건 그냥 담배 건 담배 라는 자체 는 쓰레기 보다 못 한 존재 인 듯  얼마 전 에 우연히 방사 능 피폭 에 관련 된 구글 이미지 보 니까  담배 를 피우는 자체 가 자연 적 으로 노출 되는 방사 능 보다 수십 배 가 높다는데 ㅠㅠ 쓰레기 는 재활용 이라도 되지 이건 뭐 암 생기 면 그냥 고통 스럽게 뒈지는 거야  담배 는 호기심 이라도 입 에 대지 않는 게 좋은 거 다  ,"['나도', '10년', '넘도록', '흡연', '한', '이지만', 'ㅠㅠ', '담배', '는', '처음', '부터', '배우지', '않는', '게', '가장', '좋은', '것', '같다', '전자담배', '건', '그냥', '담배', '건', '담배', '라는', '자체', '는', '쓰레기', '보다', '못', '한', '존재', '인', '듯', '얼마', '전', '에', '우연히', '방사', '능', '피폭', '에', '관련', '된', '구글', '이미지', '보', '니까', '담배', '를', '피우는', '자체', '가', '자연', '적', '으로', '노출', '되는', '방사', '능', '보다', '수십', '배', '가', '높다는데', 'ㅠㅠ', '쓰레기', '는', '재활용', '이라도', '되지', '이건', '뭐', '암', '생기', '면', '그냥', '고통', '스럽게', '뒈지는', '거야', '담배', '는', '호기심', '이라도', '입', '에', '대지', '않는', '게', '좋은', '거', '다']"
1591,0, 참 독한 놈 들 이네 ,"['참', '독한', '놈', '들', '이네']"
1592,1, 릴 잘 피고 있는데 또 ㅈㄹ 들이네 ㅋㅋㅋ ,"['릴', '잘', '피고', '있는데', '또', 'ㅈㄹ', '들이네', 'ㅋㅋㅋ']"
1593,0, 아파트 공 동 주택 에 사는 새끼 들 화장실 베란다 담배 좀 피지 말아라 너 혼자 사냐  ,"['아파트', '공', '동', '주택', '에', '사는', '새끼', '들', '화장실', '베란다', '담배', '좀', '피지', '말아라', '너', '혼자', '사냐']"
1594,0, 냄새 안 난다는 건 그동안 쌩 담배 냄새 에 코 가 찌들었으니 보다 약한 냄새 는 못 맡으니까 그런 거지  비 흡연 자 한텐 다 난다 ,"['냄새', '안', '난다는', '건', '그동안', '쌩', '담배', '냄새', '에', '코', '가', '찌들었으니', '보다', '약한', '냄새', '는', '못', '맡으니까', '그런', '거지', '비', '흡연', '자', '한텐', '다', '난다']"
1595,0, 솔직히 아이 코스 피우는데도 흡연 피 해본다고 하는 놈 들 면상 좀 보고 싶다 종자 가 불량 인가   난 귀족 이라 ,"['솔직히', '아이', '코스', '피우는데도', '흡연', '피', '해본다고', '하는', '놈', '들', '면상', '좀', '보고', '싶다', '종자', '가', '불량', '인가', '난', '귀족', '이라']"
1596,0, 정말 국민 을 위 한다면  팔지 마라  ,"['정말', '국민', '을', '위', '한다면', '팔지', '마라']"
1597,0, 거 약간 건 식 사우나 냄새 남 ,"['거', '약간', '건', '식', '사우나', '냄새', '남']"
1598,0, 그냥 담배 싫다 ,"['그냥', '담배', '싫다']"
1599,0, 담배 왜 피는지 이해 가 안 됨  ,"['담배', '왜', '피는지', '이해', '가', '안', '됨']"
1600,0, 어쨌든 해로운 건 마찬가지 ,"['어쨌든', '해로운', '건', '마찬가지']"
1601,0, 방안 에 냄새 밸까 봐 난 나가서 핀다 ,"['방안', '에', '냄새', '밸까', '봐', '난', '나가서', '핀다']"
1602,0, 흡연 자 분들 제발 피해 가지 않게 좀 펴주세요 ,"['흡연', '자', '분들', '제발', '피해', '가지', '않게', '좀', '펴주세요']"
1603,0, 일반 담배 는 마른 향 이 나는데 이건 전 내 가 심해 요  잔향 은 덜해도 불쾌감 은 오십 보 백 보  ,"['일반', '담배', '는', '마른', '향', '이', '나는데', '이건', '전', '내', '가', '심해', '요', '잔향', '은', '덜해도', '불쾌감', '은', '오십', '보', '백', '보']"
1604,0, 연초 담배 랑 달리 면세점 에서조차 할인 율 엄청 낮춰서 고작 1 보루 에 5천 원 싸더구먼  세금 이란 세금 은 다 때리고 더 받고 싶은 게 냐  이렇게 밑밥 까는 건 그나마 세금 다 받고 싶은 게  솔직히 많은 연초 세금 걷어서 다 어디 다 쓰는 거 냐  ,"['연초', '담배', '랑', '달리', '면세점', '에서조차', '할인', '율', '엄청', '낮춰서', '고작', '1', '보루', '에', '5천', '원', '싸더구먼', '세금', '이란', '세금', '은', '다', '때리고', '더', '받고', '싶은', '게', '냐', '이렇게', '밑밥', '까는', '건', '그나마', '세금', '다', '받고', '싶은', '게', '솔직히', '많은', '연초', '세금', '걷어서', '다', '어디', '다', '쓰는', '거', '냐']"
1605,0, 담배 걱정 하지 말고 미세먼지 걱정 들 해 라  내 가 볼 적 엔 담배 보다 더 해로운 것 같다  ,"['담배', '걱정', '하지', '말고', '미세먼지', '걱정', '들', '해', '라', '내', '가', '볼', '적', '엔', '담배', '보다', '더', '해로운', '것', '같다']"
1606,0, 보통 궐련 형 전담 피우는 들 은 피해 덜 주 려고 냄새 가  quot ; 덜 나서  quot ; 피우는 거지  모든 사람 이 금연 하려고 하는 게 아닌데  냄새 도 아예 없으니 괜찮다 식 으로 말 하고 금연 하려고 피는 거 마냥 오지랖 이 너무 심한 거 같아요 ㅋㅋ ,"['보통', '궐련', '형', '전담', '피우는', '들', '은', '피해', '덜', '주', '려고', '냄새', '가', 'quot', ';', '덜', '나서', 'quot', ';', '피우는', '거지', '모든', '사람', '이', '금연', '하려고', '하는', '게', '아닌데', '냄새', '도', '아예', '없으니', '괜찮다', '식', '으로', '말', '하고', '금연', '하려고', '피는', '거', '마냥', '오지랖', '이', '너무', '심한', '거', '같아요', 'ㅋㅋ']"
1607,0, 이 담배 비릿 한 냄새 나요 정말 구역질 납니다 제발 사람 들 많은 데 서 피우지 말 주세요 ,"['이', '담배', '비릿', '한', '냄새', '나요', '정말', '구역질', '납니다', '제발', '사람', '들', '많은', '데', '서', '피우지', '말', '주세요']"
